DateTime,823,2202,2224,2274,2287,2291,2059,2114,2116,2182,2191,2226,2230,2232,2244,2246,2264,2268,2273,2298,2516,2536,2556,2560,2572,2574,2575,2576,2577,2582,2604,2630,2984,3902,3913,2200ST,2532,2511,3940
1/1/2019 0:00,,,1,1,1,,1,1,,1,1,1,1,1,1,1,,1,0,1,1,1,1,1,,0,1,1,1,0,1,1,1,,,1,,1,
1/1/2019 2:00,1,,1,1,1,,1,1,,1,1,1,1,1,1,1,,1,0,1,1,1,1,1,,0,1,1,1,0,1,1,1,,,1,,1,
1/1/2019 4:00,,,1,1,1,,1,1,,1,1,1,1,1,1,1,,1,0,1,1,1,1,0.5,,0,1,1,1,0.5,1,1,1,,,1,1,1,1
1/1/2019 6:00,,,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,,1,
1/1/2019 8:00,,,1,1,1,,1,1,,1,1,1,1,1,1,1,,0.666666667,0,1,1,1,1,1,,0,1,1,1,0,1,1,1,,,1,,1,
1/1/2019 10:00,1,,1,1,1,,1,1,,1,1,1,1,1,1,1,,0.5,0,1,1,1,1,1,,0,1,1,1,0,1,1,1,,,1,,1,
1/1/2019 12:00,,,1,1,1,,1,1,,1,1,1,1,1,1,1,,0.5,0,1,0.5,1,1,1,0,0,1,1,1,0,1,1,0.5,,,1,1,1,1
1/1/2019 14:00,,,1,1,1,1,1,1,,1,1,1,1,1,1,1,,0.428571429,0,1,1,1,1,0.5,,0,1,1,1,0,1,1,1,0,1,1,0.5,1,
1/1/2019 16:00,,,1,1,1,,1,1,,1,1,1,1,1,1,1,,0.666666667,0,0.5,1,1,1,1,,0,1,1,1,0,1,1,0.5,,,1,0.5,1,
1/1/2019 18:00,1,,1,1,1,,1,1,,1,1,1,1,1,1,1,,1,0,1,1,1,1,0.666666667,,0,1,1,1,0,1,1,0.6,,,1,0.5,1,
1/1/2019 20:00,,,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,,,1,,1,1
1/1/2019 22:00,,,1,1,1,,1,1,,1,1,1,1,1,1,1,,1,0,1,1,1,1,0.5,,0,1,1,1,0,1,1,1,0,1,1,0.5,0.5,
1/2/2019 0:00,,,1,1,1,,1,1,,1,1,1,1,1,1,1,,1,0,1,1,1,1,1,,0,1,1,1,0,1,1,1,,,1,,1,
1/2/2019 2:00,0.666666667,,0.916666667,1,1,,1,1,,1,1,1,1,1,1,1,,1,0,1,1,1,1,1,,0,1,1,1,0,1,1,0.666666667,,,1,0.5,1,
1/2/2019 4:00,,,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,,1,1
1/2/2019 6:00,,,1,1,1,,1,1,,1,1,1,1,1,1,1,,1,0,0.666666667,1,1,1,1,,0,1,1,1,0,1,1,1,,,1,,1,
1/2/2019 8:00,,,1,1,1,,1,1,,1,1,1,1,1,1,1,,1,0,1,1,1,1,1,,0,1,1,1,0,1,1,1,,,1,0.5,1,0.5
1/2/2019 10:00,1,,1,1,1,,1,1,,1,1,1,1,1,1,1,,0.5,0,1,1,1,1,1,,0,1,1,1,0,1,1,0.666666667,,,1,0.5,1,
